run_id,trial_id,scenario,name,timestamp,detail
retained-ad80a58dee07,retained-ad80a58dee07-S4-AWS-2-r05,S4-AWS-2,burst_finished,2026-09-08T14:54:33.215660233Z,requests=100
retained-ad80a58dee07,retained-ad80a58dee07-S4-AWS-2-r05,S4-AWS-2,tasks_finished,2026-09-08T14:54:33.319427535Z,tasks=2
retained-ad80a58dee07,retained-ad80a58dee07-S4-AWS-2-r05,S4-AWS-2,derivative_verified,2026-09-08T14:54:33.345832801Z,bytes=67940 webp=true
retained-ad80a58dee07,retained-ad80a58dee07-S4-AWS-2-r05,S4-AWS-2,health_after,2026-09-08T14:54:33.564123683Z,stable=true healthy=2
retained-ad80a58dee07,retained-ad80a58dee07-S4-AWS-4-r05,S4-AWS-4,trial_started,2026-09-08T14:54:33.588010398Z,
retained-ad80a58dee07,retained-ad80a58dee07-S4-AWS-4-r05,S4-AWS-4,health_before,2026-09-08T14:54:33.821367427Z,stable=true healthy=4
retained-ad80a58dee07,retained-ad80a58dee07-S4-AWS-4-r05,S4-AWS-4,tasks_prepared,2026-09-08T14:54:34.135106805Z,tasks=4
retained-ad80a58dee07,retained-ad80a58dee07-S4-AWS-4-r05,S4-AWS-4,derivative_deleted,2026-09-08T14:54:34.151685398Z,result=success
retained-ad80a58dee07,retained-ad80a58dee07-S4-AWS-4-r05,S4-AWS-4,cold_checked,2026-09-08T14:54:34.164937199Z,missing=true
retained-ad80a58dee07,retained-ad80a58dee07-S4-AWS-4-r05,S4-AWS-4,burst_ready,2026-09-08T14:54:34.165156469Z,requests=100
retained-ad80a58dee07,retained-ad80a58dee07-S4-AWS-4-r05,S4-AWS-4,burst_released,2026-09-08T14:54:34.16517139Z,start_channel=closed
retained-ad80a58dee07,retained-ad80a58dee07-S4-AWS-4-r05,S4-AWS-4,burst_finished,2026-09-08T14:54:35.21657174Z,requests=100
retained-ad80a58dee07,retained-ad80a58dee07-S4-AWS-4-r05,S4-AWS-4,tasks_finished,2026-09-08T14:54:35.525202902Z,tasks=4
retained-ad80a58dee07,retained-ad80a58dee07-S4-AWS-4-r05,S4-AWS-4,derivative_verified,2026-09-08T14:54:35.554190368Z,bytes=67940 webp=true
retained-ad80a58dee07,retained-ad80a58dee07-S4-AWS-4-r05,S4-AWS-4,health_after,2026-09-08T14:54:35.794192991Z,stable=true healthy=4
retained-ad80a58dee07,retained-ad80a58dee07-S4-AWS-4-r06,S4-AWS-4,trial_started,2026-09-08T14:54:35.815102536Z,
retained-ad80a58dee07,retained-ad80a58dee07-S4-AWS-4-r06,S4-AWS-4,health_before,2026-09-08T14:54:36.048128612Z,stable=true healthy=4
retained-ad80a58dee07,retained-ad80a58dee07-S4-AWS-4-r06,S4-AWS-4,tasks_prepared,2026-09-08T14:54:36.355572957Z,tasks=4
retained-ad80a58dee07,retained-ad80a58dee07-S4-AWS-4-r06,S4-AWS-4,derivative_deleted,2026-09-08T14:54:36.37909389Z,result=success
retained-ad80a58dee07,retained-ad80a58dee07-S4-AWS-4-r06,S4-AWS-4,cold_checked,2026-09-08T14:54:36.392652164Z,missing=true
retained-ad80a58dee07,retained-ad80a58dee07-S4-AWS-4-r06,S4-AWS-4,burst_ready,2026-09-08T14:54:36.392938717Z,requests=100
